From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
ENSG00000168000	F8W7Q8	unreviewed	F8W7Q8_HUMAN	Seipin	BSCL2	Homo sapiens (Human)	223
ENSG00000168000	F8WER0	unreviewed	F8WER0_HUMAN	BSCL2 lipid droplet biogenesis associated, seipin	BSCL2	Homo sapiens (Human)	39
ENSG00000168000	H7BXM1	unreviewed	H7BXM1_HUMAN	Seipin	BSCL2	Homo sapiens (Human)	277
ENSG00000168000	H7BYY0	unreviewed	H7BYY0_HUMAN	Seipin	BSCL2	Homo sapiens (Human)	79
ENSG00000168000	H7C2D5	unreviewed	H7C2D5_HUMAN	Seipin	BSCL2	Homo sapiens (Human)	298
ENSG00000168000	J3KQ12	unreviewed	J3KQ12_HUMAN	Seipin	BSCL2 hCG_2020143	Homo sapiens (Human)	464
ENSG00000168026	Q8NDW8	reviewed	TT21A_HUMAN	Tetratricopeptide repeat protein 21A (TPR repeat protein 21A) (Stress-inducible protein 2)	TTC21A STI2	Homo sapiens (Human)	1320
ENSG00000168026	A0A0B4J1Y2	unreviewed	A0A0B4J1Y2_HUMAN	Tetratricopeptide repeat domain 21A	TTC21A	Homo sapiens (Human)	1143
ENSG00000168026	A0A0C4DH51	unreviewed	A0A0C4DH51_HUMAN	Tetratricopeptide repeat domain 21A	TTC21A	Homo sapiens (Human)	110
ENSG00000168026	A0A804HK20	unreviewed	A0A804HK20_HUMAN	Tetratricopeptide repeat domain 21A	TTC21A	Homo sapiens (Human)	1313
ENSG00000168060	Q9UQQ1	reviewed	NALDL_HUMAN	Aminopeptidase NAALADL1 (EC 3.4.11.-) (100 kDa ileum brush border membrane protein) (I100) (Ileal dipeptidylpeptidase) (N-acetylated-alpha-linked acidic dipeptidase-like protein) (NAALADase L)	NAALADL1 NAALADASEL NAALADL	Homo sapiens (Human)	740
ENSG00000168060	C9JFW8	unreviewed	C9JFW8_HUMAN	N-acetylated alpha-linked acidic dipeptidase like 1	NAALADL1	Homo sapiens (Human)	705
ENSG00000168060	E9PII9	unreviewed	E9PII9_HUMAN	N-acetylated alpha-linked acidic dipeptidase like 1	NAALADL1	Homo sapiens (Human)	87
ENSG00000168060	E9PIU1	unreviewed	E9PIU1_HUMAN	N-acetylated alpha-linked acidic dipeptidase like 1	NAALADL1	Homo sapiens (Human)	27
ENSG00000168060	E9PJQ1	unreviewed	E9PJQ1_HUMAN	N-acetylated alpha-linked acidic dipeptidase like 1	NAALADL1	Homo sapiens (Human)	35
ENSG00000168060	E9PKG8	unreviewed	E9PKG8_HUMAN	N-acetylated alpha-linked acidic dipeptidase like 1	NAALADL1	Homo sapiens (Human)	77
ENSG00000168060	E9PKR0	unreviewed	E9PKR0_HUMAN	N-acetylated alpha-linked acidic dipeptidase like 1	NAALADL1	Homo sapiens (Human)	26
ENSG00000168060	E9PKW7	unreviewed	E9PKW7_HUMAN	N-acetylated alpha-linked acidic dipeptidase like 1	NAALADL1	Homo sapiens (Human)	74
ENSG00000168060	E9PLR8	unreviewed	E9PLR8_HUMAN	N-acetylated alpha-linked acidic dipeptidase like 1	NAALADL1	Homo sapiens (Human)	61
ENSG00000168060	E9PRC7	unreviewed	E9PRC7_HUMAN	N-acetylated alpha-linked acidic dipeptidase like 1	NAALADL1	Homo sapiens (Human)	70
ENSG00000168060	H0YDS5	unreviewed	H0YDS5_HUMAN	N-acetylated alpha-linked acidic dipeptidase like 1	NAALADL1	Homo sapiens (Human)	98
ENSG00000168060	H0YEI8	unreviewed	H0YEI8_HUMAN	N-acetylated alpha-linked acidic dipeptidase like 1	NAALADL1	Homo sapiens (Human)	48
ENSG00000168071	A6NC98	reviewed	CC88B_HUMAN	Coiled-coil domain-containing protein 88B (Brain leucine zipper domain-containing protein) (Gipie) (Hook-related protein 3) (HkRP3)	CCDC88B BRLZ	Homo sapiens (Human)	1476
ENSG00000168071	H7BY33	unreviewed	H7BY33_HUMAN	Coiled-coil domain containing 88B	CCDC88B	Homo sapiens (Human)	712
ENSG00000168078	Q96KB5	reviewed	TOPK_HUMAN	Lymphokine-activated killer T-cell-originated protein kinase (EC 2.7.12.2) (Cancer/testis antigen 84) (CT84) (MAPKK-like protein kinase) (Nori-3) (PDZ-binding kinase) (Spermatogenesis-related protein kinase) (SPK) (T-LAK cell-originated protein kinase)	PBK TOPK	Homo sapiens (Human)	322
ENSG00000168078	E5RFX4	unreviewed	E5RFX4_HUMAN	PDZ binding kinase	PBK	Homo sapiens (Human)	151
ENSG00000168078	E5RIE1	unreviewed	E5RIE1_HUMAN	PDZ binding kinase	PBK	Homo sapiens (Human)	63
ENSG00000168237	Q8IVS8	reviewed	GLCTK_HUMAN	Glycerate kinase (EC 2.7.1.31) (HBeAg-binding protein 4)	GLYCTK HBEBP4 LP5910	Homo sapiens (Human)	523
ENSG00000168237	A0A0C4DGA0	unreviewed	A0A0C4DGA0_HUMAN	CG9886-like, isoform CRA_d (Glycerate kinase)	GLYCTK hCG_42582	Homo sapiens (Human)	212
ENSG00000168237	C9J3N5	unreviewed	C9J3N5_HUMAN	CG9886-like, isoform CRA_a (Glycerate kinase)	GLYCTK hCG_42582	Homo sapiens (Human)	283
ENSG00000168237	C9JA32	unreviewed	C9JA32_HUMAN	CG9886-like, isoform CRA_f (Glycerate kinase)	GLYCTK hCG_42582	Homo sapiens (Human)	240
ENSG00000168306	Q99424	reviewed	ACOX2_HUMAN	Peroxisomal acyl-coenzyme A oxidase 2 (EC 1.17.99.3) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholestanoyl-CoA 24-hydroxylase) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholestanoyl-CoA oxidase) (Trihydroxycoprostanoyl-CoA oxidase) (THCA-CoA oxidase) (THCCox)	ACOX2	Homo sapiens (Human)	681
ENSG00000168306	C9J0G0	unreviewed	C9J0G0_HUMAN	Acyl-coenzyme A oxidase	ACOX2	Homo sapiens (Human)	667
ENSG00000168306	C9JY29	unreviewed	C9JY29_HUMAN	Acyl-CoA oxidase 2	ACOX2	Homo sapiens (Human)	171
ENSG00000168306	H7C4Q2	unreviewed	H7C4Q2_HUMAN	Acyl-CoA oxidase 2	ACOX2	Homo sapiens (Human)	93
ENSG00000168306	H7C4Y2	unreviewed	H7C4Y2_HUMAN	Acyl-CoA oxidase 2	ACOX2	Homo sapiens (Human)	107
ENSG00000168306	H7C573	unreviewed	H7C573_HUMAN	Acyl-CoA oxidase 2	ACOX2	Homo sapiens (Human)	13
ENSG00000168481	Q8N145	reviewed	LGI3_HUMAN	Leucine-rich repeat LGI family member 3 (LGI1-like protein 4) (Leucine-rich glioma-inactivated protein 3)	LGI3 LGIL4 UNQ8190/PRO23199	Homo sapiens (Human)	548
ENSG00000168481	E5RIV5	unreviewed	E5RIV5_HUMAN	Leucine rich repeat LGI family member 3	LGI3	Homo sapiens (Human)	134
ENSG00000168481	H0YAP4	unreviewed	H0YAP4_HUMAN	Leucine rich repeat LGI family member 3	LGI3	Homo sapiens (Human)	198
ENSG00000168484	P11686	reviewed	PSPC_HUMAN	Pulmonary surfactant-associated protein C (SP-C) (Pulmonary surfactant-associated proteolipid SPL(Val)) (SP5)	SFTPC SFTP2	Homo sapiens (Human)	197
ENSG00000168484	C9JYF6	unreviewed	C9JYF6_HUMAN	Pulmonary surfactant-associated protein C (Pulmonary surfactant-associated proteolipid SPL(Val))	SFTPC	Homo sapiens (Human)	161
ENSG00000168484	E5RG20	unreviewed	E5RG20_HUMAN	Pulmonary surfactant-associated protein C	SFTPC	Homo sapiens (Human)	155
ENSG00000168484	E5RHW5	unreviewed	E5RHW5_HUMAN	Pulmonary surfactant-associated protein C	SFTPC	Homo sapiens (Human)	124
ENSG00000168484	E5RI64	unreviewed	E5RI64_HUMAN	Pulmonary surfactant-associated protein C	SFTPC	Homo sapiens (Human)	144
ENSG00000168484	E5RI92	unreviewed	E5RI92_HUMAN	Pulmonary surfactant-associated protein C (Pulmonary surfactant-associated proteolipid SPL(Val))	SFTPC	Homo sapiens (Human)	150
ENSG00000168490	Q92561	reviewed	PHYIP_HUMAN	Phytanoyl-CoA hydroxylase-interacting protein (Phytanoyl-CoA hydroxylase-associated protein 1) (PAHX-AP1) (PAHXAP1)	PHYHIP DYRK1AP3 KIAA0273	Homo sapiens (Human)	330
ENSG00000168490	E5RHN5	unreviewed	E5RHN5_HUMAN	Phytanoyl-CoA 2-hydroxylase interacting protein	PHYHIP	Homo sapiens (Human)	248
ENSG00000168546	O00451	reviewed	GFRA2_HUMAN	GDNF family receptor alpha-2 (GDNF receptor alpha-2) (GDNFR-alpha-2) (GFR-alpha-2) (GDNF receptor beta) (GDNFR-beta) (Neurturin receptor alpha) (NRTNR-alpha) (NTNR-alpha) (RET ligand 2) (TGF-beta-related neurotrophic factor receptor 2)	GFRA2 GDNFRB RETL2 TRNR2	Homo sapiens (Human)	464
ENSG00000168546	E5RGR6	unreviewed	E5RGR6_HUMAN	GDNF family receptor alpha-2	GFRA2	Homo sapiens (Human)	264
ENSG00000168546	E5RJ44	unreviewed	E5RJ44_HUMAN	GDNF family receptor alpha 2	GFRA2	Homo sapiens (Human)	74
ENSG00000168546	J3KNF0	unreviewed	J3KNF0_HUMAN	GDNF family receptor alpha 2	GFRA2	Homo sapiens (Human)	62
ENSG00000168781	Q6PFW1	reviewed	VIP1_HUMAN	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 (EC 2.7.4.24) (Diphosphoinositol pentakisphosphate kinase 1) (Histidine acid phosphatase domain-containing protein 2A) (IP6 kinase) (Inositol pyrophosphate synthase 1) (InsP6 and PP-IP5 kinase 1) (VIP1 homolog) (hsVIP1)	PPIP5K1 HISPPD2A IP6K IPS1 KIAA0377 VIP1	Homo sapiens (Human)	1433
ENSG00000168781	A0A2R8YGT1	unreviewed	A0A2R8YGT1_HUMAN	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (EC 2.7.4.24)	PPIP5K1	Homo sapiens (Human)	499
ENSG00000168781	A0A8J8ZH50	unreviewed	A0A8J8ZH50_HUMAN	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (EC 2.7.4.24)	PPIP5K1	Homo sapiens (Human)	1490
ENSG00000168781	A0A9L9PYJ9	unreviewed	A0A9L9PYJ9_HUMAN	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (EC 2.7.4.24)	PPIP5K1	Homo sapiens (Human)	1458
ENSG00000168781	B7WPL9	unreviewed	B7WPL9_HUMAN	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (EC 2.7.4.24)	PPIP5K1	Homo sapiens (Human)	1429
ENSG00000168781	C9J490	unreviewed	C9J490_HUMAN	Diphosphoinositol pentakisphosphate kinase 1	PPIP5K1	Homo sapiens (Human)	71
ENSG00000168781	C9J5E6	unreviewed	C9J5E6_HUMAN	Diphosphoinositol pentakisphosphate kinase 1	PPIP5K1	Homo sapiens (Human)	114
ENSG00000168781	C9JZX6	unreviewed	C9JZX6_HUMAN	Diphosphoinositol pentakisphosphate kinase 1	PPIP5K1	Homo sapiens (Human)	133
ENSG00000168781	F8W9A8	unreviewed	F8W9A8_HUMAN	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (EC 2.7.4.24)	PPIP5K1	Homo sapiens (Human)	1409
ENSG00000168781	H0Y3Y5	unreviewed	H0Y3Y5_HUMAN	Diphosphoinositol pentakisphosphate kinase 1	PPIP5K1	Homo sapiens (Human)	196
ENSG00000168781	H7C398	unreviewed	H7C398_HUMAN	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 (EC 2.7.4.24) (Diphosphoinositol pentakisphosphate kinase 1) (Histidine acid phosphatase domain-containing protein 2A) (InsP6 and PP-IP5 kinase 1)	PPIP5K1	Homo sapiens (Human)	259
ENSG00000168781	H7C436	unreviewed	H7C436_HUMAN	Diphosphoinositol pentakisphosphate kinase 1	PPIP5K1	Homo sapiens (Human)	118
ENSG00000168843	Q8N475	reviewed	FSTL5_HUMAN	Follistatin-related protein 5 (Follistatin-like protein 5)	FSTL5 KIAA1263	Homo sapiens (Human)	847
ENSG00000168878	P07988	reviewed	PSPB_HUMAN	Pulmonary surfactant-associated protein B (SP-B) (18 kDa pulmonary-surfactant protein) (6 kDa protein) (Pulmonary surfactant-associated proteolipid SPL(Phe))	SFTPB SFTP3	Homo sapiens (Human)	381
ENSG00000168878	H0Y7V6	unreviewed	H0Y7V6_HUMAN	Pulmonary surfactant-associated protein B (Pulmonary surfactant-associated proteolipid SPL(Phe))	SFTPB	Homo sapiens (Human)	374
ENSG00000168878	U3KQT2	unreviewed	U3KQT2_HUMAN	Surfactant protein B	SFTPB	Homo sapiens (Human)	92
ENSG00000168907	Q68DD2	reviewed	PA24F_HUMAN	Cytosolic phospholipase A2 zeta (cPLA2-zeta) (EC 3.1.1.4) (Phospholipase A2 group IVF)	PLA2G4F	Homo sapiens (Human)	849
ENSG00000168907	H3BMD0	unreviewed	H3BMD0_HUMAN	Phospholipase A2 group IVF	PLA2G4F	Homo sapiens (Human)	296
ENSG00000168907	H3BNW4	unreviewed	H3BNW4_HUMAN	Phospholipase A2 group IVF	PLA2G4F	Homo sapiens (Human)	86
ENSG00000168907	H3BPX7	unreviewed	H3BPX7_HUMAN	Phospholipase A2 group IVF	PLA2G4F	Homo sapiens (Human)	70
ENSG00000168907	H3BSG9	unreviewed	H3BSG9_HUMAN	Phospholipase A2 group IVF	PLA2G4F	Homo sapiens (Human)	119
ENSG00000168907	H7BXJ8	unreviewed	H7BXJ8_HUMAN	Phospholipase A2 group IVF	PLA2G4F	Homo sapiens (Human)	60
ENSG00000168928	Q6GPI1	reviewed	CTRB2_HUMAN	Chymotrypsinogen B2 (EC 3.4.21.1) [Cleaved into: Chymotrypsin B2 chain A; Chymotrypsin B2 chain B; Chymotrypsin B2 chain C]	CTRB2	Homo sapiens (Human)	263
ENSG00000168928	H3BMY1	unreviewed	H3BMY1_HUMAN	Chymotrypsinogen B2	CTRB2	Homo sapiens (Human)	168
ENSG00000168928	H3BP92	unreviewed	H3BP92_HUMAN	Chymotrypsinogen B2	CTRB2	Homo sapiens (Human)	137
ENSG00000168928	H3BTQ4	unreviewed	H3BTQ4_HUMAN	Chymotrypsinogen B2	CTRB2	Homo sapiens (Human)	114
ENSG00000168959	P41594	reviewed	GRM5_HUMAN	Metabotropic glutamate receptor 5 (mGluR5)	GRM5 GPRC1E MGLUR5	Homo sapiens (Human)	1212
ENSG00000168959	A8MT20	unreviewed	A8MT20_HUMAN	Glutamate metabotropic receptor 5	GRM5	Homo sapiens (Human)	298
ENSG00000168959	H7C223	unreviewed	H7C223_HUMAN	Glutamate metabotropic receptor 5	GRM5	Homo sapiens (Human)	87
ENSG00000168993	O14810	reviewed	CPLX1_HUMAN	Complexin-1 (Complexin I) (CPX I) (Synaphin-2)	CPLX1	Homo sapiens (Human)	134
ENSG00000168993	D6RAG3	unreviewed	D6RAG3_HUMAN	Complexin-1	CPLX1	Homo sapiens (Human)	110
ENSG00000168993	D6RI11	unreviewed	D6RI11_HUMAN	Complexin-1	CPLX1	Homo sapiens (Human)	113
ENSG00000168995	Q9Y286	reviewed	SIGL7_HUMAN	Sialic acid-binding Ig-like lectin 7 (Siglec-7) (Adhesion inhibitory receptor molecule 1) (AIRM-1) (CDw328) (D-siglec) (QA79 membrane protein) (p75) (CD antigen CD328)	SIGLEC7 AIRM1	Homo sapiens (Human)	467
ENSG00000168995	M0QY65	unreviewed	M0QY65_HUMAN	Sialic acid binding Ig like lectin 7	SIGLEC7	Homo sapiens (Human)	185
ENSG00000169035	P49862	reviewed	KLK7_HUMAN	Kallikrein-7 (hK7) (EC 3.4.21.117) (Serine protease 6) (Stratum corneum chymotryptic enzyme) (hSCCE)	KLK7 PRSS6 SCCE	Homo sapiens (Human)	253
ENSG00000169035	M0QYU8	unreviewed	M0QYU8_HUMAN	Kallikrein related peptidase 7	KLK7	Homo sapiens (Human)	69
ENSG00000169035	Q6DTY1	unreviewed	Q6DTY1_HUMAN	Kallikrein 7 splice variant 3 (Kallikrein related peptidase 7)	KLK7	Homo sapiens (Human)	66
ENSG00000169169	Q8TCG5	reviewed	CPT1C_HUMAN	Palmitoyl thioesterase CPT1C (EC 3.1.2.22) (Carnitine O-palmitoyltransferase 1, brain isoform) (CPTI-B) (Carnitine palmitoyltransferase 1C) (Carnitine palmitoyltransferase I) (CPT I-C)	CPT1C CATL1	Homo sapiens (Human)	803
ENSG00000169169	M0QZ13	unreviewed	M0QZ13_HUMAN	Carnitine palmitoyltransferase 1C	CPT1C	Homo sapiens (Human)	257
ENSG00000169169	M0R0D3	unreviewed	M0R0D3_HUMAN	Carnitine palmitoyltransferase 1C	CPT1C hCG_2039825	Homo sapiens (Human)	68
ENSG00000169169	M0R115	unreviewed	M0R115_HUMAN	Carnitine palmitoyltransferase 1C	CPT1C	Homo sapiens (Human)	177
ENSG00000169169	M0R1F9	unreviewed	M0R1F9_HUMAN	Carnitine palmitoyltransferase 1C	CPT1C	Homo sapiens (Human)	81
ENSG00000169169	M0R2B9	unreviewed	M0R2B9_HUMAN	Carnitine palmitoyltransferase 1C	CPT1C	Homo sapiens (Human)	130
ENSG00000169169	M0R2H6	unreviewed	M0R2H6_HUMAN	Carnitine palmitoyltransferase 1C	CPT1C	Homo sapiens (Human)	336
ENSG00000169169	M0R2V3	unreviewed	M0R2V3_HUMAN	Carnitine palmitoyltransferase 1C	CPT1C	Homo sapiens (Human)	95
ENSG00000169169	M0R399	unreviewed	M0R399_HUMAN	Carnitine palmitoyltransferase 1C	CPT1C hCG_2039825	Homo sapiens (Human)	72
ENSG00000169220	O43566	reviewed	RGS14_HUMAN	Regulator of G-protein signaling 14 (RGS14)	RGS14	Homo sapiens (Human)	566
ENSG00000169220	H0Y8W3	unreviewed	H0Y8W3_HUMAN	Regulator of G protein signaling 14	RGS14	Homo sapiens (Human)	437
ENSG00000169258	Q7Z2K8	reviewed	GRIN1_HUMAN	G protein-regulated inducer of neurite outgrowth 1 (GRIN1)	GPRIN1 KIAA1893	Homo sapiens (Human)	1008
ENSG00000169271	Q12988	reviewed	HSPB3_HUMAN	Heat shock protein beta-3 (HspB3) (Heat shock 17 kDa protein) (HSP 17) (Protein 3)	HSPB3 HSP27 HSPL27	Homo sapiens (Human)	150
ENSG00000169282	Q14722	reviewed	KCAB1_HUMAN	Voltage-gated potassium channel subunit beta-1 (EC 1.1.1.-) (K(+) channel subunit beta-1) (Kv-beta-1)	KCNAB1 KCNA1B	Homo sapiens (Human)	419
ENSG00000169282	A0A087X1P8	unreviewed	A0A087X1P8_HUMAN	Potassium voltage-gated channel subfamily A regulatory beta subunit 1	KCNAB1	Homo sapiens (Human)	304
ENSG00000169282	B7Z8E5	unreviewed	B7Z8E5_HUMAN	Potassium voltage-gated channel subfamily A regulatory beta subunit 1 (cDNA FLJ59247, highly similar to Voltage-gated potassium channel subunit beta-1)	KCNAB1	Homo sapiens (Human)	390
ENSG00000169282	C9JBV8	unreviewed	C9JBV8_HUMAN	Potassium voltage-gated channel subfamily A regulatory beta subunit 1	KCNAB1	Homo sapiens (Human)	128
ENSG00000169282	C9JQ60	unreviewed	C9JQ60_HUMAN	Potassium voltage-gated channel subfamily A regulatory beta subunit 1	KCNAB1	Homo sapiens (Human)	177
ENSG00000169282	F8W6W4	unreviewed	F8W6W4_HUMAN	Potassium voltage-gated channel subfamily A regulatory beta subunit 1	KCNAB1	Homo sapiens (Human)	372
ENSG00000169282	H7C4S9	unreviewed	H7C4S9_HUMAN	Potassium voltage-gated channel subfamily A regulatory beta subunit 1	KCNAB1	Homo sapiens (Human)	81
ENSG00000169340	Q8N807	reviewed	PDILT_HUMAN	Protein disulfide-isomerase-like protein of the testis	PDILT	Homo sapiens (Human)	584
ENSG00000169340	I3L1W7	unreviewed	I3L1W7_HUMAN	Protein disulfide isomerase like, testis expressed	PDILT	Homo sapiens (Human)	177
ENSG00000169347	P55259	reviewed	GP2_HUMAN	Pancreatic secretory granule membrane major glycoprotein GP2 (Pancreatic zymogen granule membrane protein GP-2) (ZAP75)	GP2	Homo sapiens (Human)	537
ENSG00000169347	I3L2Z7	unreviewed	I3L2Z7_HUMAN	Glycoprotein 2	GP2	Homo sapiens (Human)	128
ENSG00000169347	I3L324	unreviewed	I3L324_HUMAN	Glycoprotein 2	GP2	Homo sapiens (Human)	42
ENSG00000169347	I3L3I2	unreviewed	I3L3I2_HUMAN	Glycoprotein 2	GP2	Homo sapiens (Human)	145
ENSG00000169347	I3L486	unreviewed	I3L486_HUMAN	Glycoprotein 2	GP2	Homo sapiens (Human)	163
ENSG00000169347	I3L4Y3	unreviewed	I3L4Y3_HUMAN	Glycoprotein 2	GP2	Homo sapiens (Human)	141
ENSG00000169435	Q6ZTQ3	reviewed	RASF6_HUMAN	Ras association domain-containing protein 6	RASSF6	Homo sapiens (Human)	369
ENSG00000169474	P35321	reviewed	SPR1A_HUMAN	Cornifin-A (19 kDa pancornulin) (SPRK) (Small proline-rich protein IA) (SPR-IA)	SPRR1A	Homo sapiens (Human)	89
ENSG00000169605	Q9NS71	reviewed	GKN1_HUMAN	Gastrokine-1 (18 kDa antrum mucosa protein) (AMP-18) (Protein CA11)	GKN1 AMP18 CA11 UNQ489/PRO1005	Homo sapiens (Human)	185
ENSG00000169605	A0A8I5KHR1	unreviewed	A0A8I5KHR1_HUMAN	Gastrokine 1	GKN1 hCG_1641051	Homo sapiens (Human)	199
ENSG00000169605	Q53YU7	unreviewed	Q53YU7_HUMAN	Foveolin (Gastrokine-1) (TFIZ2 protein) (Uncharacterized protein AMP18)	GKN1 AMP18 CA11 FOV	Homo sapiens (Human)	185
ENSG00000169744	O43679	reviewed	LDB2_HUMAN	LIM domain-binding protein 2 (LDB-2) (Carboxyl-terminal LIM domain-binding protein 1) (CLIM-1) (LIM domain-binding factor CLIM1)	LDB2 CLIM1	Homo sapiens (Human)	373
ENSG00000169744	D6RAT1	unreviewed	D6RAT1_HUMAN	LIM domain binding 2	LDB2	Homo sapiens (Human)	164
ENSG00000169744	E7EX95	unreviewed	E7EX95_HUMAN	LIM domain binding 2	LDB2	Homo sapiens (Human)	110
ENSG00000169744	E9PFI4	unreviewed	E9PFI4_HUMAN	LIM domain binding 2	LDB2	Homo sapiens (Human)	313
ENSG00000169744	E9PGU0	unreviewed	E9PGU0_HUMAN	LIM domain binding 2	LDB2	Homo sapiens (Human)	106
ENSG00000169744	G5E9Y7	unreviewed	G5E9Y7_HUMAN	LIM domain binding 2	LDB2 hCG_1811661	Homo sapiens (Human)	371
ENSG00000169744	H0YA09	unreviewed	H0YA09_HUMAN	LIM domain binding 2	LDB2	Homo sapiens (Human)	294
ENSG00000169760	Q8N2Q7	reviewed	NLGN1_HUMAN	Neuroligin-1	NLGN1 KIAA1070	Homo sapiens (Human)	863
ENSG00000169760	A0A1D5RMP7	unreviewed	A0A1D5RMP7_HUMAN	Neuroligin 1	NLGN1	Homo sapiens (Human)	10
ENSG00000169760	A0A8Q3SHM6	unreviewed	A0A8Q3SHM6_HUMAN	Neuroligin 1	NLGN1	Homo sapiens (Human)	843
ENSG00000169760	C9J4D3	unreviewed	C9J4D3_HUMAN	Neuroligin 1	NLGN1	Homo sapiens (Human)	367
ENSG00000169760	C9JWG7	unreviewed	C9JWG7_HUMAN	Neuroligin 1	NLGN1	Homo sapiens (Human)	13
ENSG00000169783	Q96FE5	reviewed	LIGO1_HUMAN	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 (Leucine-rich repeat and immunoglobulin domain-containing protein 1) (Leucine-rich repeat neuronal protein 1) (Leucine-rich repeat neuronal protein 6A)	LINGO1 LERN1 LRRN6A UNQ201/PRO227	Homo sapiens (Human)	620
ENSG00000169783	H0YMX3	unreviewed	H0YMX3_HUMAN	Leucine rich repeat and Ig domain containing 1	LINGO1	Homo sapiens (Human)	326
ENSG00000169783	H0YNK7	unreviewed	H0YNK7_HUMAN	Leucine rich repeat and Ig domain containing 1	LINGO1	Homo sapiens (Human)	55
ENSG00000169783	H3BM59	unreviewed	H3BM59_HUMAN	Leucine rich repeat and Ig domain containing 1	LINGO1	Homo sapiens (Human)	35
ENSG00000169783	H3BMN3	unreviewed	H3BMN3_HUMAN	Leucine rich repeat and Ig domain containing 1	LINGO1	Homo sapiens (Human)	125
ENSG00000169783	H3BMW2	unreviewed	H3BMW2_HUMAN	Leucine rich repeat and Ig domain containing 1	LINGO1	Homo sapiens (Human)	18
ENSG00000169783	H3BN48	unreviewed	H3BN48_HUMAN	Leucine rich repeat and Ig domain containing 1	LINGO1	Homo sapiens (Human)	72
ENSG00000169783	H3BQ49	unreviewed	H3BQ49_HUMAN	Leucine rich repeat and Ig domain containing 1	LINGO1	Homo sapiens (Human)	178
ENSG00000169783	H3BS32	unreviewed	H3BS32_HUMAN	Leucine rich repeat and Ig domain containing 1	LINGO1	Homo sapiens (Human)	11
ENSG00000169814	P43251	reviewed	BTD_HUMAN	Biotinidase (Biotinase) (EC 3.5.1.12)	BTD	Homo sapiens (Human)	543
ENSG00000169814	A0A2R8Y5J9	unreviewed	A0A2R8Y5J9_HUMAN	Biotinidase (EC 3.5.1.12)	BTD hCG_27648	Homo sapiens (Human)	159
ENSG00000169814	A0A5F9ZH15	unreviewed	A0A5F9ZH15_HUMAN	Biotinidase (EC 3.5.1.12)	BTD	Homo sapiens (Human)	344
ENSG00000169814	A0A5F9ZH57	unreviewed	A0A5F9ZH57_HUMAN	Biotinidase	BTD	Homo sapiens (Human)	152
ENSG00000169814	A0A5F9ZH80	unreviewed	A0A5F9ZH80_HUMAN	Biotinidase (EC 3.5.1.12)	BTD	Homo sapiens (Human)	364
ENSG00000169814	A0A5F9ZH97	unreviewed	A0A5F9ZH97_HUMAN	Biotinidase (EC 3.5.1.12)	BTD	Homo sapiens (Human)	137
ENSG00000169814	A0A5F9ZHE9	unreviewed	A0A5F9ZHE9_HUMAN	Biotinidase (EC 3.5.1.12)	BTD	Homo sapiens (Human)	140
ENSG00000169814	A0A5F9ZHF5	unreviewed	A0A5F9ZHF5_HUMAN	Biotinidase	BTD	Homo sapiens (Human)	203
ENSG00000169814	A0A5F9ZHR1	unreviewed	A0A5F9ZHR1_HUMAN	Biotinidase (EC 3.5.1.12)	BTD	Homo sapiens (Human)	141
ENSG00000169814	C9JSN9	unreviewed	C9JSN9_HUMAN	Biotinidase (EC 3.5.1.12)	BTD	Homo sapiens (Human)	251
ENSG00000169994	Q6PIF6	reviewed	MYO7B_HUMAN	Unconventional myosin-VIIb	MYO7B	Homo sapiens (Human)	2116
ENSG00000169994	A0A8C8KL71	unreviewed	A0A8C8KL71_HUMAN	Myosin VIIB	MYO7B	Homo sapiens (Human)	2142
ENSG00000169994	B9A063	unreviewed	B9A063_HUMAN	Myosin VIIB	MYO7B	Homo sapiens (Human)	969
ENSG00000169994	C9JC21	unreviewed	C9JC21_HUMAN	Myosin VIIB	MYO7B	Homo sapiens (Human)	176
ENSG00000170231	P51161	reviewed	FABP6_HUMAN	Gastrotropin (GT) (Fatty acid-binding protein 6) (Ileal lipid-binding protein) (ILBP) (Intestinal 15 kDa protein) (I-15P) (Intestinal bile acid-binding protein) (I-BABP)	FABP6 ILBP ILLBP	Homo sapiens (Human)	128
ENSG00000170231	H0YB64	unreviewed	H0YB64_HUMAN	Fatty acid binding protein 6	FABP6	Homo sapiens (Human)	38
ENSG00000170234	Q96N64	reviewed	PWP2A_HUMAN	PWWP domain-containing protein 2A	PWWP2A KIAA1935 MST101	Homo sapiens (Human)	755
ENSG00000170234	H0YB44	unreviewed	H0YB44_HUMAN	PWWP domain containing 2A	PWWP2A	Homo sapiens (Human)	35
